Summary,Time,label
"ISLAMABAD, Jan 7: In an exciting weekend, the residents of twin cities and adjoining areas enjoyed the snow not only in Murree but also just round the corner - on the Margalla hills. 
    ",07/01/2012,other
"MUZAFFARABAD, Jan 7: The AJK government may go back on its repeated affirmations regarding admissions to the two medical colleges, allegedly under the pressure of some cabinet members, Dawn has 
    ",07/01/2012,other
"GILGIT, Jan 7: Unknown attackers opened fire on a passenger van at Nagaral on Saturday, killing one person. The victim was identified as Abdul Wakil, resident of Chilas. 
    ",07/01/2012,crime
"PESHAWAR, Jan 7: Peshawar is no more a `City of Flowers`. It has rather become a `City of Rickshaws` as noisy and smoke-emitting three-wheelers heavily outnumber sweet-scented and colourful flowers. 
    ",07/01/2012,other
"PESHAWAR, Jan 7: The district administration has ordered closure of auto workshops on the City Circular Road and directed all the auto-mechanics to shift their business from the main roads otherwise they will be 
    ",07/01/2012,other
"MIRAMSHAH, Jan 7: Militants bombed a school on Friday night and fired rockets at the base of paramilitary forces in North Waziristan Agency, official sources said 
    ",07/01/2012,crime
"PESHAWAR, Jan 7: Senior cardiologist Dr Syed Jamal, who was kidnapped from Hayatabad here in November last year, was found dead on Saturday in a rainwater nullah near Teddy Bazaar in Jamrud tehsil 
    ",07/01/2012,other
"SWABI, Jan 7: Brawls and exchange of hot words between drivers and commuters have become a routine in public transport vehicles here, as the transporters after increasing fares during the recent strike by CNG 
    ",07/01/2012,other
"KARAK, Jan 7: Police on Saturday arrested 15 co-accused of Ibrahim Shah, the main accused in the murder case of Alam Zeb, and demolished their hideouts during a search operation in Shnawa Guddikhel area of 
    ",07/01/2012,crime
"MULTAN, Jan 7: Senior Adviser to Chief Minister Sirdar Zulfiqar Khosa said on Saturday party tickets to vacant seats of the national and provincial assemblies in Multan would be given on merit. 
    ",07/01/2012,other
"BAHAWALPUR, Jan 7: Residential quota for teachers and other staff members of worker welfare schools (WWS) will be reserved in labour colonies and they would also be entitled to other incentives under the 
    ",07/01/2012,other
"FAISALABAD, Jan 7: Scores of farmers staged a sit-in outside the DCO office on Saturday to protest anti-farmer policies of the Punjab government and the failure of the police to arrest a sugar mill owner 
    ",07/01/2012,other
"LAHORE, Jan 7: Lahore Development Authority’s Anti-Encroachment Cell demolished on Saturday eight buildings besides sealing another one for being constructed illegally in Johar Town and Allama Iqbal Town. 
    ",07/01/2012,other
"ISLAMABAD, Jan 6: A plan prepared by the interior ministry to stop smuggling of ammonium nitrate, a fertiliser, to Afghanistan and impose restrictions on its sale within the country has created hopes for 
    ",07/01/2012,other
"ISLAMABAD, Jan 6: With the strength of Pakistan Railways operational locomotive fleet falling to just 17 per cent, overdraft exceeding Rs40 billion, debt liability rising to Rs26 billion and operation losses at Rs6 billion, 
    ",07/01/2012,other
"LANDI KOTAL, Jan 6: At least six militants were killed and 12 injured on Friday after Lashkar-i-Islam and its rival Zakhakhel tribal force exchanged gunfire to gain control of a key base in Bazaar Zakhakhel area of 
    ",07/01/2012,crime
"PESHAWAR, Jan 6: Most parts of Khyber Pakhtunkhwa, including Peshawar, received rain while high altitude areas were blanketed by snowfall on Friday 
    ",07/01/2012,other
"PESHAWAR, Jan 6: Pakistan Tehrik-i-Insaf on Friday formally announced its women wing in Peshawar and for the Khyber Pakhtunkhwa and named the office-bearers 
    ",07/01/2012,other
"LANDI KOTAL, Jan 6: The three-day campaign against polio was successfully completed in Akakhel area of Bara tehsil after an interval of two and a half years, health officials in Khyber Agency claim 
    ",07/01/2012,other
"PESHAWAR, Jan 6: A study done by the Canadian International Development Agency (CIDA) in collaboration with the National Aids Control Programme (NACP) has found HIV/Aids in 20 per cent of 
    ",07/01/2012,other
"PESHAWAR, Jan 6: In the past 10 years, the government abandoned 311 schools it had built on private land in the province because of withdrawal of commitments by landowners and red tape 
    ",07/01/2012,other
"QUETTA, Jan 8: A couple and three children suffocated in Quetta and Kuchlak town on Saturday night, sources said. 
    ",08/01/2012,other
"We have completed almost all interviews and investigation and it may take a month to complete the report, said the commission head. 
    ",08/01/2012,other
"RAWALPINDI, Jan 8: Local police have raised 20 riot control squads to deal with violent street protests over gas and electricity crises and political agitation that endanger public peace, official sources said on Sunday. 
    ",08/01/2012,other
"TAXILA, Jan 8: Military and civil establishments should not push hand-picked politicians so that genuine leaders of the masses come forward and real democracy gains ground. 
    ",08/01/2012,other
"ISLAMABAD, Jan 8: The initiative launched by Pakistan Environment Protection Agency (Pak-Epa) for greening the steel industry has made some progress as one of the eight steel mills in the capital installed equipment to control emissions of pollutants. 
    ",08/01/2012,other
"ISLAMABAD, Jan 8: As many as 1,300 Pakistani foreign qualified MBBS and dentistry students appeared for Pakistan Medical and Dental Council’s (PMDC) registration exam at Pak-China Centre on Sunday. 
    ",08/01/2012,other
"ISLAMABAD, Jan 8: On January 6, an armed man looted Rs600,000 from Habib Bank’s Uthal Chowk branch in the jurisdiction of Bhara Kahu police and escaped after shooting the security guard Pervez in the leg. On the complaint of the bank manger, Mr Tahir, the 
    ",08/01/2012,crime
"All the mosques in the capital are not peaceful spaces. At least four mosques have witnessed serious scuffles between rival groups over possession and ownership that eventually led to police intervention. The cases are now pending in the local courts but  
    ",08/01/2012,other
"GHALANAI, Jan 8: Veteran politician and former chief of Jamaat-i-Islami Qazi Hussain Ahmad has asked Pakistani Taliban and the government to stop fighting and come to the negotiation table. 
    ",08/01/2012,other
"GILGIT, Jan 8: A large number of people took to streets in Chilas, headquarters of Diamer district, and chanted slogans against the government for failing to arrest killers of Abdul Wakil, who was killed when unidentified men ambushed a passenger van in G 
    ",08/01/2012,crime
"PESHAWAR, Jan 8: A three-day exhibition displaying 80 oil paintings by renowned artist Jimmy Engineer will begin here at Nishtar Hall on Monday (today) under the theme ‘Cultural History of Pakistan’. 
    ",08/01/2012,other
"KOHAT, Jan 8: The leaders of Shia community here have accepted the request of Sunnis for observing the chehlum of Hazrat Imam Hussain (RA) on the first Sunday after Safar 20 every year instead of Friday. 
    ",08/01/2012,other
"NEW YORK, Jan 7: Former president Gen (retd) Pervez Musharraf has said that Pakistan`s relationship with the strong Jewish lobby in the US can help Islamabad in its conflict with India. 
    ",08/01/2012,other
"SAHIWAL, Jan 7: Rickshaw drivers and Shabab-i-Milli, the youth wing of Jamaat-i-Islami, staged a rally here on Saturday against an increase in the prices of liquefied petroleum gas, unscheduled loadshedding of 
    ",08/01/2012,other
"MUZAFFARGARH, Jan 7: The district government would distribute the second installment of Watan cards among the flood-affected people from Monday (tomorrow), an official of the district administration told 
    ",08/01/2012,other
"GUJRANWALA, Jan 7: A sessions court on Saturday dismissed an application filed by the heirs of eight murder victims who wanted compounding the offence of the prime suspect. 
    ",08/01/2012,crime
"KASUR, Jan 7: Three members of a family were killed when a truck sent their two-wheeler hurtling down an overhead bridge at Pattoki on Saturday. 
    ",08/01/2012,crime
"LAHORE, Jan 7: Fatima Jinnah Medical College former principal Prof Dr Akbar Chaudhry has said the provision of standard education with state-of-the-art infrastructure can better build a nation and improve its 
    ",08/01/2012,other
"LAHORE, Jan 7: The Punjab Health Department has announced three-day training programme `Know-how` on administrative matters for the 691 newly-recruited medical officers 
    ",08/01/2012,other
"GUJRAT, Jan 7: A newborn girl was kidnapped from gynae ward of Aziz Bhatti Shaheed (ABS) Hospital here on Saturday while the hospital administration says security of newborns is not responsibility of the 
    ",08/01/2012,crime
"GUJRAT, Jan 7: Hundreds of students of the University of Gujrat, who qualify for the laptops under the Chief Minister`s Youth Development Programme, have been rudely awakened to a lack of registration of 
    ",08/01/2012,other
"The former ambassador filed in the SC a review petition against its short order under which a commission was formed to probe the scandal. 
    ",09/01/2012,other
"The commission is prepared to hold general elections on short notice, an official told the ECP meeting. 
    ",09/01/2012,other
"KARACHI, Jan 9: The Civil Aviation Authority has allowed PIA to keep the engines of planes on while embarking and disembarking passengers and loading and offloading cargo. 
    ",09/01/2012,other
"The government appears to be planning to take on the judiciary in coming days after finding itself in a blind alley, said the PTI chief. 
    ",09/01/2012,other
"ISLAMABAD, Jan 9: The Federal Investigation Agency has suspended three of its Cyber Crime Wing officials whose services could be required by the memogate inquiry commission to verify the BlackBerry data of 
    ",09/01/2012,other
"RAWALPINDI, Jan 9: Violent students marched on city roads, attacked and damaged office of the executive district officer (EDO) education and its record in a latest display of anger against faulty result of 
    ",09/01/2012,crime
"ISLAMABAD, Jan 9: The select commitee of the National Assembly has approved the Charter of Child Rights Bill 2010 aimed at protecting and promoting the fundamental rights of children in Pakistan. 
    ",09/01/2012,other
"RAWALPINDI, Jan 9: Rawalpindi city will get additional five million gallon water daily from Chahan Dam after its completion. 
    ",09/01/2012,other
"RAWALPINDI, Jan 9: A PIA flight coming in to land at Gilgit airport on Monday was told almost at the last moment to abort the landing, sending the pilot into a rage. 
    ",09/01/2012,other
"ISLAMABAD, Jan 9: Three persons were killed in a road accident on Monday after two loaded vehicles collided headon on Islamabad Highway near T-Cross, Rawat, police said. 
    ",09/01/2012,other
"KOHAT, Jan 9: Hundreds of protesters closed the KohatHangu highway on Monday against the killing of a prominent member of banned religious group. 
    ",09/01/2012,crime
"PESHAWAR, Jan 9: Allotment of plots by the government to the armed forces, Awami National Party lawmakers and a private university on Monday overshadowed the proceedings of the Khyber Pakhtunkhwa 
    ",09/01/2012,other
"PESHAWAR, Jan 9: An anti-terrorism court here on Monday re-issued non-bailable arrest warrants for the complainant in murder case in 1994 of PPP MPA Badiuz Zaman in which the imprisoned chief of Tehrik Nifaz 
    ",09/01/2012,crime
"DERA ISMAIL KHAN, Jan 9: Unknown motorcyclists gunned down a Mehsud tribesman in Zafarabad area in the limits of Dera Township police station on Monday, police said. 
    ",09/01/2012,other
"PESHAWAR, Jan 9: Doctors of the provincial capital`s three government-run teaching hospitals on Monday went on a three-day strike to protest the killing of local cardiologist Dr Mohammad Jamal, who was found 
    ",09/01/2012,crime
"PESHAWAR, Jan 9: A World Bank-funded project valuing $20 million was launched for economic revitalisation of Khyber Pakhtunkhwa and Federally Administered Tribal Areas (Fata) on Monday. 
    ",09/01/2012,other
"LANDI KOTAL, Jan 9: Two persons were injured when rival groups exchanged fire after a protest demonstration against power loadshedding in Malagori area of Jamrud on Monday. 
    ",09/01/2012,crime
"DERA ISMAIL KHAN, Jan 9: Describing the ongoing protests by students against fee raise as illegal, Gomal University vice-chancellor Dr Mansoor Akbar Kundi has said that 10 per cent increase in the fee is in 
    ",09/01/2012,other
"PESHAWAR, Jan 9: Pakistan Medical Association (PMA), Khyber Pakhtunkhwa, has claimed that the appointment of chief executives at four major teaching hospitals of the province is illegal and demanded of 
    ",09/01/2012,other
"GlLGIT, Jan 9: Chief Minister Gilgit-Baltistan Syed Mehdi Shah has said that it was collective responsibility of the people from all walks of life to make efforts for establishment of durable peace in the region. 
    ",09/01/2012,other
"KARAK, Jan 8: The residents of Chountra blocked the Indus Highway at Niazi Well stop on Sunday against the 48-hour-long power suspension to the area and excessive loadshedding. 
    ",09/01/2012,other
"Authorities are going to rebuild the boundary wall of the KP assembly for the third time – this time to make it blast-resistance. 
    ",09/01/2012,other
"MANSEHRA, Jan 8: Expressed concern over ‘clandestine’ activities at historical sites, an archaeologist has said that such acts have been eliminating the traces of Stone Age in Hazara division. 
    ",09/01/2012,other
"PESHAWAR, Jan 8: At a time when most of the political parties are strengthening their position by enticing workers of rival groups, Pakistan Muslim League-Nawaz faces a threat of losing key leaders in Khyber Pakhtunkhwa if their reservations are not remov 
    ",09/01/2012,other
"ISLAMABAD, Jan 8: Pakistan Tehrik-i-Insaf (PTI) Chairman Imran Khan on Sunday claimed that the era of both Pakistan Muslim League-Nawaz (PML-N) and Pakistan People’s Party (PPP) was near its end and a new ‘golden era’ was just around the corner. 
    ",09/01/2012,other
"An official document said that until Dec, 2011, the Nadra claims to have registered 94 per cent adult Pakistanis. 
    ",09/01/2012,other
"ISLAMABAD, Jan 8: Mr Zahid Hussain Bukhari, the counsel for Husain Haqqani, has said that even if any link between his client and the controversial memo is established the former ambassador to the US will not be punished. 
    ",09/01/2012,other
"THE death of Pir Pagara, one of the icons of Pakistan`s politics, brings to an end an eventful, often controversial political career characterised by the absence of a coherent philosophy whose roots perhaps lay 
    ",10/01/2012,other
"QUETTA, Jan 10: Hundreds of internally displaced people of the Bugti tribe held a demonstration in front of the press club in the industrial town of Hub on Tuesday in protest against the alleged misuse of rehabilitation funds. 
    ",10/01/2012,other
"ISLAMABAD, Jan 10: Interior Minister Rehman Malik said on Tuesday that PML-N chief Nawaz Sharif was one of the major beneficiaries of the defunct National Reconciliation Ordinance (NRO) because he himself had returned 
    ",10/01/2012,other
"ISLAMABAD, Jan 10: The Frontier Constabulary and the Coast Guard have been barred from intercepting any vehicle on the RCD Highway that links Balochistan with Sindh. 
    ",10/01/2012,other
"KARACHI, Jan 10: The deputy chairman of the National Database and Registration Authority has instructed all Nadra registration centres to carry out data entry of Election Commission of Pakistan (ECP) till February 5. 
    ",10/01/2012,other
"ISLAMABAD, Jan 10: The Parliamentary Committee on National Security is likely to hand over to the government on Wednesday its report comprising recommendations on new terms of engagement with the US and Nato/Isaf 
    ",10/01/2012,other
"ISLAMABAD, Jan 10: After six months of deliberations, the commission investigating the murder of journalist Saleem Shahzad, has submitted its report to the prime minister through the information secretary. 
    ",10/01/2012,crime
"QUETTA, Jan 10: Nineteen Pakistanis arrested in Afghanistan for having entered the country without travel documents were handed over to authorities at the Chaman border on Tuesday. 
    ",10/01/2012,crime
"ISLAMABAD, Jan 10: Former law minister Babar Awan on Tuesday urged the media seeking his comments on the order of a Supreme Court bench in the NRO implementation case to `read Article 187(2) of the Constitution` 
    ",10/01/2012,other
"ISLAMABAD, Jan 10: Pakistan Telecommunication Authority (PTA) on Tuesday said the government was going to auction the spectrum in 1.9 and 3.5GHz that would end the stagnancy in the wireless world 
    ",10/01/2012,other
"ISLAMABAD, Jan 10: Educational institutions in the city will henceforth need permission from the authorities to take their students on excursion and other trips. 
    ",10/01/2012,other
"ISLAMABAD, Jan 10: Hazara province will be created through constitutional means as both President Asif Ali Zardari and Prime Minister Yousuf Raza Gilani have held out assurances and substantial breakthrough in this 
    ",10/01/2012,crime
"ISLAMABAD, Jan 10: A police constable who was also an employee of Ministry of Religious Affairs at the same time was booked on the charges of cheating and causing huge loss to the national exchequer, police said on Tuesday. 
    ",10/01/2012,crime
"ISLAMABAD, Jan 10: Participants of a roundtable discussion on Tuesday said that Nato withdrawal from Afghanistan had to be properly planned and executed to ensure that law and situation there did not go out 
    ",10/01/2012,other
"ISLAMABAD, Jan 10: A survey by Ministry of Narcotics Control has revealed an alarming increase in use of drugs by women graduating from college and university. 
    ",10/01/2012,crime
"ISLAMABAD, Jan 10: Amidst Pakistan`s energy crisis, US Agency for International Development (USAID) has launched an innovative approach to create awareness about energy efficiency and conservation through 
    ",10/01/2012,other
"PESHAWAR, Jan 10: Governor Khyber Pakhtunkhwa Masood Kausar on Tuesday formally unveiled the Child Protection Policy for the Federally Administered Tribal Areas (Fata) and announced its immediate enforcement. 
    ",10/01/2012,crime
"TIMERGARA, Jan 10: Though banned, child marriages are on the rise in Lower Dir and therefore, the society and the government should act together for containing them, said Fakharuddin Khan, coordinator of the Child 
    ",10/01/2012,other
"MARDAN, Jan 10: Jamaati-Islami leader Qazi Hussain Ahmad said here on Tuesday that efforts were underway to restore Muttahida Majlisi-Amal before the coming general elections in order to unite religious parties again 
    ",10/01/2012,other
"PESHAWAR, Jan 10: The Young Doctors Association (YDA) on Tuesday expressed concern over the killing of local senior cardiologist Dr Mohammad Jamal and demanded protection of doctors and their families. 
    ",10/01/2012,crime
"GILGIT, Jan 10: The residents of Chilas and surrounding areas continued blockade of the Karakuram Highway for fourth straight day on Tuesday to press the government for arrest of the murderers of a local man, who was 
    ",10/01/2012,crime
"PESHAWAR, Jan 10: The Peshawar High Court on Tuesday observed that it would no longer accept the stereotype replies given by the government counsel in cases of missing persons and they had to come up with 
    ",10/01/2012,other
"LANDI KOTAI) GHALANAI, Jan 10: Two persons were killed and 11 injured in separate incidents in Khyber tribal region on Tuesday. 
    ",10/01/2012,other
"PESHAWAR, Jan 10: The lawyers` community observed boycott of all the courts here on Tuesday against the killing of a senior advocate of the Supreme Court, Nasrullah Warriach, a day earlier. 
    ",10/01/2012,crime
"PESHAWAR, Jan 10: Khyber Pakhtunkhwa Chief Minister Ameer Haider Khan Hoti has said that students are future of the country and any nation can`t compromise on its future. 
    ",10/01/2012,other
"IN THE SUPREME COURT OF PAKISTAN (Appellate Jurisdiction) PRESENT: Mr. Justice Asif Saeed Khan Khosa Mr. Justice Ejaz Afzal Khan Mr. Justice Ijaz Ahmed Chaudhry Mr. Justice Gulzar Ahmed Mr. Justice Muhammad Ather 
    ",10/01/2012,other
"RAWALPINDI, Jan 10: A widow of a retired major general was murdered here in her Harley Street house on Monday night, apparently over some property issue, police said. 
    ",10/01/2012,crime
"The report of joint UN-government Multi-Sector Damage Needs Assessment of floods in 2011 has estimate d financial income loss of about Rs1.2 trillion in Sindh and Balochistan. 
    ",10/01/2012,other
"ISLAMABAD, Jan 9: The interior ministry has endorsed a proposal seeking issuance of licences for prohibited and nonprohibited bore arms on the recommendations of the members of parliament and provincial assemblies. 
    ",10/01/2012,other
"ISLAMABAD, Jan 9: Pakistan has the highest rate of breast cancer all over Asia due to which every year 40,000 women die. 
    ",10/01/2012,other
"QUETTA, Jan 9: Protests were held in Quetta and other towns of Balochistan on Monday against unannounced gas loadshedding and low pressure in supply to these areas. 
    ",10/01/2012,other
"ISLAMABAD, Jan 9: The Abbottabad inquiry commission turned down on Monday a request by Pakistan`s High Commissioner to UK Wajid Shamsul Hassan to record his statement through video conferencing. 
    ",10/01/2012,other
"ISLAMABAD, Jan 11: Advocate-on-Record Akhtar Ali Chaudhry said here on Monday that the Supreme Court was expected to take up soon a review petition of former ambassador Husain Haqqani challenging the Dec 
    ",11/01/2012,other
"MIRAMSHAH, Jan 11: After a lull of about two months a CIA-operated drone carried out a missile attack in North Waziristan late on Tuesday night, killing four suspected militants. 
    ",11/01/2012,crime
"ISLAMABAD, Jan 11: With the Election Commission preparing itself to meet the possible challenge of holding early elections, its technical committee on political finance met here 
    ",11/01/2012,other
"KARACHI, Jan 11: In a late night development, President Asif Ali Zardari rang up MQM chief Altaf Hussain and assured him that no such step would be taken which would further increase confrontation among institutions, 
    ",11/01/2012,other
"WASHINGTON, Jan 11: The Pentagon said on Wednesday the US military chief Gen Martin Dempsey had telephoned Gen Ashfaq Pervez Kayani but the United States neither sought nor received any assurance from 
    ",11/01/2012,other
"KARACHI, Jan 11: The Muttahida Qaumi Movement advised the government on Wednesday to `avoid a confrontation with institutions` and take all possible steps to ensure supremacy of the Constitution and law. 
    ",11/01/2012,other
"LAHORE, Jan 11: The PPP leadership has requested PML-Q chief Chaudhry Shujaat Hussain, who is considered to be close to the establishment, to help defuse tension between the government and the armed forces. 
    ",11/01/2012,other
"KALAYA, Jan 11: At least 11 militants were killed and six others injured when jet fighters pounded their hideouts in Upper Orakzai tribal region on Wednesday, officials said. 
    ",11/01/2012,crime
"RAWALPINDI, Jan 11: Four people, three of them newspaper workers, died of suffocation in their sleep due to gas leakage from an electric generator in their office in Shamasabad on Wednesday. 
    ",11/01/2012,other
"ISLAMABAD, Jan 11: Weary of the rising tensions between the political government, the military and the judiciary, the citizens of Islamabad feared for the worse when they saw extra police and paramilitary forces 
    ",11/01/2012,other
"ISLAMABAD, Jan 11: Justice Riaz Ahmed Khan of Islamabad High Court (IHC) on Wednesday restrained the National Electric Power Regulatory Authority (Nepra) to charge fuel price adjustment (FPA) from power 
    ",11/01/2012,other
"ISLAMABAD: Wednesday evening saw high drama as the army warned the prime minister of `grievous consequences` for his allegations against the Chief of Army Staff and the ISI spymaster and the government struck back by sacking the defence secretary. 
    ",11/01/2012,other
"ISLAMABAD: The Islamabad High Court (IHC) on Wednesday accepted a petition filed to restrain President Asif Ali Zardari and Prime Minister Syed Yousuf Raza Gilani from removing 
    ",11/01/2012,other
"RAWALPINDI, Jan 11: The clerks belonging to various government departments on Wednesday observed a pen-down strike and staged a protest rally against spiraling prices of edible items, 
    ",11/01/2012,other
"ISLAMABAD, Jan 11: A day after it was made public that a task force has been appointed to oversee the Capital Development Authority, Dawn caught up with the agency’s chairman Farkhand Iqbal to enquire 
    ",11/01/2012,other
"MUZAFFARABAD, Jan 11: AJK President Sardar Mohammad Yaqoob Khan here on Wednesday administered oath to two ruling Peoples Party (PPAJK) legislators one of them his own daughter as members of the 
    ",11/01/2012,other
"ISLAMABAD, Jan 11: The Federal Ombudswoman for Protection against Harassment of Women at Workplace Musarrat Hilali on Wednesday dismissed the appeal of Controller Examination of Quaid-i-Azam University. 
    ",11/01/2012,other
"LANDI KOTAL, Jan 11: An important commander of Tehrik-i-Taliban Pakistan was shot dead by unidentified gunmen in Tirah valley of Khyber Agency on Wednesday, sources said. 
    ",11/01/2012,crime
"SWABI, Jan 11: Militants can’t frighten the government by bombing schools into stopping educating children, said provincial education minister Sardar Hussain Babak on Wednesday. 
    ",11/01/2012,other
"LAKKI MARWAT, Jan 11: Several inmates received minor injures when two groups of under-trial prisoners clashed in the district jail here on Wednesday. 
    ",11/01/2012,crime
"PESHAWAR, Jan 11: The Khyber Pakhtunkhwa government has asked the Foreign Office to approach diplomatic missions and United Nations agencies for setting up an enclave in Peshawar to cope with the security situation, according to sources. 
    ",11/01/2012,other
"PESHAWAR, Jan 11: The Peshawar High Court on Wednesday warned the Sui Northern Gas Pipelines Limited (SNGPL) not to further delay gas supply to the Regi Model Township (RMT) and said all relevant officials, including the petroleum and 
    ",11/01/2012,other
"SWABI/KOHAT, Jan 11: Unidentified militants blew up a primary school for girls in Razaar tehsil of Swabi district in the small hours of Wednesday. 
    ",11/01/2012,crime
"PESHAWAR, Jan 11: The doctors called off their strike here on Wednesday following an assurance by the provincial government to form an independent judicial commission for holding investigations into the killing of senior cardiologist 
    ",11/01/2012,other
"ISLAMABAD, Jan 11: Confirming electricity outages of up to 12 hours a day, the ministry of water and power on Wednesday conceded before a parliamentary committee looking into the energy crisis that loadshedding 
    ",12/01/2012,other
"People displaced from Khyber Agency’s Bara tehsil and currently sheltering in tents and rented houses have complained of prolonged curfew and closure of Bara bazaar, educational institutions and hospitals, and demanded an early end to ongoing military off 
    ",12/01/2012,other
"ISLAMABAD, Jan 11: Leaders of the Jamiat Ulema-i-Islam (F) and Pakistan Muslim League (likeminded) have called for early general election to steer the country out of the current political crisis. 
    ",12/01/2012,other
"ISLAMABAD, Jan 11: The federal cabinet reposed confidence in the leadership of President Asif Ali Zardari and Prime Minister Yousuf Raza Gilani on Wednesday and decided that the government would continue its struggle to strengthen national institutions. 
    ",12/01/2012,other
"The US military chief had telephoned Gen Kayani but the US neither sought nor received any assurance from the Pakistani military that it would not stage a coup: Pentagon 
    ",12/01/2012,other
"Our party chief is ready to mediate between the army and the government, PML-Q`s central information secretary Kamil Ali Agha said. 
    ",12/01/2012,other
"QUETTA, Jan 13: Two decomposed bodies were found in Chagai district on Friday, official sources said. 
    ",13/01/2012,crime
"LAHORE, Jan 13: Prime Minister Yousuf Raza Gilani has said that compliance with the Constitution is the only way forward for development, prosperity and integrity of the country. 
    ",13/01/2012,other
"QUETTA, Jan 13: The Inter Services Public Relations (ISPR), Quetta Cantonment, has strongly refuted reports about a military operation in Balochistan. 
    ",13/01/2012,other
"ISLAMABAD, Jan 13: The visiting 14-member Guangdong Art Troupe from People's Republic of China gave enthralling performance of Chinese acrobatics here Friday at Pakistan National Council of the Arts (PNCA). 
    ",13/01/2012,other
"MUZAFFARABAD, Jan 13: Treasury benches in the Azad Jammu and Kashmir Legislative Assembly on Friday placed their trust in what they said efforts by President Asif Ali Zardari and Prime Minister Syed 
    ",13/01/2012,other
"ISLAMABAD, Jan 13: Nearly one year on, the motive and people behind the murder of former minorities affairs minister Shahbaz Bhatti are still a mystery. 
    ",13/01/2012,crime
"ISLAMABAD, Jan 13: Justice Azim Khan Afridi of Islamabad High Court on Friday restrained the authorities of National Assembly from recruiting 37 section officers. 
    ",13/01/2012,other
"ISLAMABAD, Jan 13: Capital Administration and Development Division (CADD) has prepared a summary for Prime Minister Yousuf Raza Gilani seeking financial benefits for the basic pay scale (BPS) employees of 
    ",13/01/2012,other
"ISLAMABAD, Jan 13: A woman got into trouble in a bid to effect the return of her estranged husband through the charm of an amulet (tawiz) she received from a spiritual healer. 
    ",13/01/2012,other
"PESHAWAR, Jan 13: Recent setbacks suffered by major political parties in Khyber Pakhtunkhwa are more of their own creation than a result of Pakistan Tehrik-e-Insaf’s improving public image, politicians believe. 
    ",13/01/2012,other
"PESHAWAR, Jan 13: The Khyber Pakhtunkhwa Assembly will pass a resolution in support of democracy following the passage of a similar resolution by the National Assembly, Provincial Minister for Information 
    ",13/01/2012,other
"PESHAWAR, Jan 13: The Khyber Pakhtunkhwa Bar Council on Friday decided not to support any extra-constitutional action against the government and said lawyers in the province would be at the forefront 
    ",13/01/2012,other
"LAKKI MARWAT, Jan 13: PML-Likeminded chief and Chairman Foreign Affairs Committee of Senate Salim Saifullah Khan has said that elections are the only solution to steer the country out of political crisis. 
    ",13/01/2012,other
"KARAK, Jan 13: Provincial Minister for Prisons Mian Nisar Gul and MNA Mufti Ajmal inaugurated natural gas supply to Mithakhel, Badinkhel, Tarkikhel and Alikhel villages of Karak tehsil here on Friday. 
    ",13/01/2012,other
"PESHAWAR, Jan 13: The University of Peshawar (UoP) has not convened its Academic Council during last over two and a half years and all changes and development of the courses and other matters are being 
    ",13/01/2012,other
"DERA ISMAIL KHAN, Jan 13: A paramilitary soldier was wounded in exchange of fire with militants in Tank on Thursday night. 
    ",13/01/2012,crime
"PESHAWAR, Jan 13: Terrorist attacks against them will boost the police and security forces` resolve to bring about peace instead of affecting it, said Chief Minister Khyber Pakhtunkhwa Ameer Haider Khan Hoti on 
    ",13/01/2012,other
"As the country is facing up to one billion cubic feet of gas shortage daily, majority of citizens are running for Liquefied Petroleum Gas (LPG) but due to high demand the markets are flooded with substandard and poor quality cylinders posing serious threa 
    ",13/01/2012,other
"ISLAMABAD, Jan 12: With the Supreme Court expected to take up the review petition of former ambassador to the US Husain Haqqani on Tuesday, the court released on Thursday a detailed judgment in the memo case 
    ",13/01/2012,other
"QUETTA, Jan 12: Security forces launched a search operation in Buleda Tehsil on Thursday to capture the elements involved in an ambush that lef t 14 FC personnel dead. 
    ",13/01/2012,other
"The coalition is likely to move a resolution in the house today to reaffirm supremacy of parliament over all other state institutions. 
    ",13/01/2012,other
"KARACHI, Jan 12: A former lieutenant commander of Pakistan Navy heading the security department of a private hospital who was shot and injured in the city`s Korangi area on Wednesday night died on Thursday. 
    ",13/01/2012,crime
"ISLAMABAD, Jan 12: The government will table a bill during the current session of the National Assembly to rectify a constitutional wrong which surfaced after the election of a number of people to parliament and 
    ",13/01/2012,other
"The MQM chief said he is ready to hold talks with the Taliban for the sake of security, peace, stability of the country. 
    ",13/01/2012,other
"ISLAMABAD, Jan 12: Chief Justice Iftikhar Muhammad Chaudhry turned down on Thursday a request of Attorney General Maulvi Anwarul Haq for adjustment of time since he is supposed to appear before the judicial 
    ",13/01/2012,other
"LAHORE, Jan 12: The Pakistan Tehrik-i-Insaaf has made a conditional offer to the PML-N for making joint efforts for the removal of the PPP government. 
    ",13/01/2012,other
"ISLAMABAD, Jan 12: Nine Pakistani sailors along with five Iranians were rescued by a Danish Navy vessel off the coast of Somalia, said a statement issued by the Danish Embassy in Islamabad on Thursday 
    ",13/01/2012,other
"LAHORE, Jan 12: The Pakistan Muslim LeagueNawaz has hit upon a novel idea to directly approach the members of public to seek their opinion about launching a protest drive against the federal government. 
    ",13/01/2012,other
